state,event_type,county,date,time,in_direct,in_indirect,deaths_direct,deaths_indirect,f_scale,length,location,damage_property,damage_crops,f_scale_values
ARKANSAS,Tornado,CRAWFORD,5/3/2021,21:06:00,0,0,0,0,EF1,2.7,GRAPHIC,"$20,000.00 ",$0.00 ,1
LOUISIANA,Tornado,ST. LANDRY,5/17/2021,11:48:00,0,0,0,0,EF0,0.24,ARNAUDVILLE,$0.00 ,$0.00 ,0
LOUISIANA,Tornado,JEFFERSON DAVIS,5/17/2021,12:14:00,0,0,0,0,EF0,0.01,LACASSINE,$0.00 ,$0.00 ,0
LOUISIANA,Tornado,ST. LANDRY,5/17/2021,12:13:00,0,0,0,0,EF0,0.13,PORT BARRE,$0.00 ,$0.00 ,0
MICHIGAN,Tornado,HILLSDALE,9/7/2021,18:45:00,0,0,0,0,EF1,5.33,BANKERS,$0.00 ,$0.00 ,1
KENTUCKY,Tornado,FULTON,5/4/2021,2:33:00,0,0,0,0,EF2,6.06,JORDAN,"$310,000.00 ",$0.00 ,2
LOUISIANA,Tornado,ACADIA,5/17/2021,13:17:00,0,0,0,0,EF0,0.15,LYONS PT,"$5,000.00 ",$0.00 ,0
LOUISIANA,Tornado,CALCASIEU,5/17/2021,12:17:00,0,0,0,0,EF0,1.11,LAKE CHARLES MUNI AR,"$10,000.00 ",$0.00 ,0
LOUISIANA,Tornado,JEFFERSON DAVIS,5/17/2021,14:30:00,0,0,0,0,EF0,0.2,JENNINGS ARPT,$0.00 ,$0.00 ,0
LOUISIANA,Tornado,ACADIA,5/17/2021,15:12:00,0,0,0,0,EF0,0.11,CROWLEY,$0.00 ,$0.00 ,0
NEW MEXICO,Tornado,SOCORRO,5/31/2021,12:00:00,0,0,0,0,EF0,0.92,KINNEY WELLS,$0.00 ,$0.00 ,0
LOUISIANA,Tornado,ST. TAMMANY,5/18/2021,1:50:00,0,0,0,0,EF0,1.42,HOULTONVILLE,$0.00 ,$0.00 ,0
LOUISIANA,Tornado,ORLEANS,5/12/2021,1:05:00,0,0,0,0,EF0,5.14,NEW ORLEANS,"$25,000.00 ",$0.00 ,0
KENTUCKY,Tornado,GRAVES,5/4/2021,2:59:00,0,0,0,0,EF1,0.54,MAYFIELD GRAVES ARPT,"$15,000.00 ",$0.00 ,1
NEW MEXICO,Tornado,UNION,5/30/2021,15:10:00,0,0,0,0,EF0,0.44,MOSES,$0.00 ,$0.00 ,0
NEW MEXICO,Tornado,QUAY,5/30/2021,15:44:00,0,0,0,0,EF0,0.47,BARD,$0.00 ,$0.00 ,0
SOUTH CAROLINA,Tornado,FAIRFIELD,5/4/2021,15:23:00,0,0,0,0,EF1,3.9,RION,$0.00 ,$0.00 ,1
LOUISIANA,Tornado,ST. CHARLES,5/19/2021,18:42:00,0,0,0,0,EF0,0.52,MIMOSA PARK,"$35,000.00 ",$0.00 ,0
KENTUCKY,Tornado,GRAVES,5/4/2021,2:55:00,0,0,0,0,EF1,4.67,CUBA,"$165,000.00 ",$0.00 ,1
KENTUCKY,Tornado,CHRISTIAN,5/4/2021,4:12:00,0,0,0,0,EF0,2.62,CASKY,"$45,000.00 ","$1,000.00 ",0
SOUTH DAKOTA,Tornado,CLAY,5/15/2021,11:54:00,0,0,0,0,EFU,1.29,WAKONDA,$0.00 ,$0.00 ,-1
SOUTH DAKOTA,Tornado,LAKE,5/24/2021,19:36:00,0,0,0,0,EFU,3.25,WINFRED,$0.00 ,$0.00 ,-1
TENNESSEE,Tornado,DAVIDSON,5/4/2021,5:03:00,0,0,0,0,EF0,6.38,IVY PT,"$15,000.00 ",$0.00 ,0
MISSISSIPPI,Tornado,CALHOUN,5/2/2021,19:30:00,0,0,0,0,EF1,2.07,CALHOUN CITY,"$500,000.00 ",$0.00 ,1
MISSOURI,Tornado,MISSISSIPPI,5/4/2021,2:19:00,0,0,0,0,EF1,3.71,DORENA,"$85,000.00 ",$0.00 ,1
NEW MEXICO,Tornado,SOCORRO,5/17/2021,10:43:00,0,0,0,0,EF0,0.67,SCHOLLE,$0.00 ,$0.00 ,0
WEST VIRGINIA,Tornado,JEFFERSON,5/3/2021,17:27:00,1,0,0,0,EF1,1.81,CHARLES TOWN,"$100,000.00 ",$0.00 ,1
TENNESSEE,Tornado,SUMNER,5/4/2021,5:13:00,0,0,0,0,EF0,0.26,CLEARVIEW,"$5,000.00 ",$0.00 ,0
TENNESSEE,Tornado,SUMNER,5/4/2021,5:11:00,0,0,0,0,EF0,0.27,WHITE HOUSE,"$5,000.00 ",$0.00 ,0
ARKANSAS,Tornado,ST. FRANCIS,5/9/2021,15:30:00,0,0,0,0,EF0,0.62,WOOD SPUR,"$25,000.00 ",$0.00 ,0
KANSAS,Tornado,ELLIS,5/26/2021,13:57:00,0,0,0,0,EFU,2.5,HAYS PHILIP RANCH AR,$0.00 ,$0.00 ,-1
KANSAS,Tornado,ELLIS,5/26/2021,14:22:00,0,0,0,0,EF0,0.53,HAYS PHILIP RANCH AR,$0.00 ,$0.00 ,0
MARYLAND,Tornado,FREDERICK,5/3/2021,19:14:00,0,0,0,0,EF0,0.78,MT PLEASANT,"$150,000.00 ",$0.00 ,0
GEORGIA,Tornado,SEMINOLE,2/15/2021,16:29:00,0,0,0,0,EF0,0.5,DESSER,$0.00 ,$0.00 ,0
